,val/core_auc,val/core_auc,val/core_auc_heatmap_cspca,val/core_auc_heatmap_cspca,val/core_auc_image_level,val/core_auc_image_level,val/core_auc_image_level_cspca,val/core_auc_image_level_cspca
,mean,std,mean,std,mean,std,mean,std
group,,,,,,,,
prostnfound_cspca_abl_,0.7649040944409046,0.04692072379672869,0.7736548820648415,0.06517262868304832,0.7508417337525344,0.039558815873958784,0.7841762064064575,0.06631647600813172
prostnfound_cspca_abl_nocspca,0.7584396569475562,0.05331551509540515,0.7636169628611199,0.06975145911629961,,,,
prostnfound_cspca_abl_nohmap,0.5214191390921037,0.014819656821953877,0.5335949290770838,0.026078233018923837,0.7142815121496895,0.033782308612660183,0.753661320715139,0.05977792667061479
