Group,mean,count,std
prostnfound_prompt_abl_,0.7174891156720774,5,0.03765368515784444
prostnfound_prompt_abl_age,0.7419110501280829,5,0.043548930186556103
"prostnfound_prompt_abl_age,pos",0.7478700075744411,5,0.034860923180882915
"prostnfound_prompt_abl_age,psa",0.766830909214788,5,0.033381312909054356
"prostnfound_prompt_abl_age,psad",0.7758333873233225,5,0.034942146360748806
prostnfound_prompt_abl_family_history,0.7149101240514867,5,0.034251584137265804
prostnfound_prompt_abl_pos,0.7205064163326667,5,0.025338547622484345
prostnfound_prompt_abl_psa,0.7501464695629035,5,0.04268754948773624
prostnfound_prompt_abl_psad,0.7587313001247469,5,0.04532151820780644
